COD_USU;SEX_USU;FEC_NAC_USU;EDAD_USU;GRU_ET;PAI_USU;TIE_DIS;LEN_MAT;AUT_IDE_ET;NOM_CEN;FEC_ING;PER_ING;TIP_SEG_SAL;EST_ACT;FEC_EGR;MOT_EGR
120100678;1;2015-04-04;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2021-03-10;1;SIS;1;NO APLICA;NO APLICA
1201008083;2;2015-07-23;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-11;1;SIS;1;NO APLICA;NO APLICA
1201008054;1;2013-11-18;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-02-21;1;SIS;1;NO APLICA;NO APLICA
1201008075;1;2015-06-04;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-04;1;SIS;1;NO APLICA;NO APLICA
120100908;1;2013-05-04;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-04-22;1;SIS;1;NO APLICA;NO APLICA
120100925;2;2015-04-28;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-08-27;1;SIS;1;NO APLICA;NO APLICA
1201008093;1;2013-02-02;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-18;1;ESSALUD;1;NO APLICA;NO APLICA
120100719;1;2015-04-11;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-03-27;1;SIS;1;NO APLICA;NO APLICA
120100926;2;2013-03-18;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-08-27;1;SIS;1;NO APLICA;NO APLICA
120100926;2;2015-08-07;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-08-27;1;SIS;1;NO APLICA;NO APLICA
1201008034;2;2015-10-15;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-01-08;1;SIS;1;NO APLICA;NO APLICA
1201008006;1;2015-07-18;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-08-21;1;SIS;1;NO APLICA;NO APLICA
120100267;1;2015-06-16;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-02-18;1;SIS;1;NO APLICA;NO APLICA
1201008094;1;2015-08-02;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-18;1;ESSALUD;1;NO APLICA;NO APLICA
120100737;1;2015-08-17;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-01-16;1;SIS;1;NO APLICA;NO APLICA
1201008082;2;2014-10-26;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-07;1;ESSALUD;1;NO APLICA;NO APLICA
120100700;2;2014-01-26;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-07-04;1;SIS;1;NO APLICA;NO APLICA
1201008092;2;2013-10-05;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-18;1;SIS;1;NO APLICA;NO APLICA
120100753;2;2013-06-06;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-03-09;1;SIS;1;NO APLICA;NO APLICA
1201008052;1;2014-06-12;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-02-21;1;SIS;1;NO APLICA;NO APLICA
120100730;1;2014-08-19;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-01-09;1;SIS;1;NO APLICA;NO APLICA
120100768;1;2015-01-27;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-03-27;1;SIS;1;NO APLICA;NO APLICA
120100698;2;2014-09-25;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-06-15;1;SIS;1;NO APLICA;NO APLICA
1201008097;2;2013-12-01;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-04;1;SIS;2;2025-01-14;1
120100539;2;2013-11-25;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2021-02-15;1;SIS;2;2025-01-14;5
120100929;1;2014-02-04;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-09-23;1;SIS;2;2025-01-14;1
1201008099;2;2015-11-12;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-04-02;1;SIS;2;2025-01-14;1
1201008053;2;2013-11-11;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-02-21;1;ESSALUD;2;2025-01-14;1
120100916;2;2013-03-28;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-05-20;1;SIS;2;2025-01-14;1
120100267;2;2013-03-17;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-02-18;1;SIS;2;2025-01-14;5
120100729;2;2013-03-11;11;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-04-10;1;SIS;2;2025-01-14;2
120100729;1;2014-04-03;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-04-10;1;SIS;2;2025-01-14;2
120100912;2;2014-02-10;10;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2025-01-14;1;SIS;1;NO APLICA;NO APLICA
120100954;2;2015-06-30;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2025-01-28;1;SIS;1;NO APLICA;NO APLICA
120100953;2;2016-01-02;9;3;PERÚ;3;10;7;CEDIF AÑO NUEVO;2025-01-28;1;SIS;1;NO APLICA;NO APLICA
120100920;2;2012-04-29;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-07-10;1;SIS;1;NO APLICA;NO APLICA
120100730;2;2010-06-15;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-01-09;1;SIS;1;NO APLICA;NO APLICA
120100908;1;2010-12-09;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-04-22;1;SIS;1;NO APLICA;NO APLICA
1201008074;1;2010-01-22;15;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-04;1;SIS;1;NO APLICA;NO APLICA
1201008089;2;2008-06-30;16;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-12;1;SIS;1;NO APLICA;NO APLICA
1201008063;1;2012-01-07;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-02-26;1;SIS;1;NO APLICA;NO APLICA
1201008092;2;2009-04-23;15;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-18;1;SIS;1;NO APLICA;NO APLICA
120100914;1;2012-10-16;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-05-15;1;SIS;1;NO APLICA;NO APLICA
1201008093;2;2012-01-30;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-18;1;ESSALUD;1;NO APLICA;NO APLICA
1201008076;1;2012-04-27;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-04;1;SIS;1;NO APLICA;NO APLICA
1201008002;2;2012-10-04;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-08-11;1;ESSALUD;1;NO APLICA;NO APLICA
1201008091;2;2012-11-29;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-13;1;SIS;1;NO APLICA;NO APLICA
1201008021;1;2009-06-11;15;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-10-16;1;SIS;1;NO APLICA;NO APLICA
1201008021;1;2012-12-19;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-10-16;1;SIS;1;NO APLICA;NO APLICA
120100918;2;2010-02-09;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-06-17;1;SIS;1;NO APLICA;NO APLICA
120100700;1;2009-05-05;15;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-07-04;1;SIS;1;NO APLICA;NO APLICA
120100700;1;2011-05-11;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-07-04;1;SIS;1;NO APLICA;NO APLICA
120100927;2;2012-11-17;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-09-18;1;SIS;1;NO APLICA;NO APLICA
120100915;1;2008-08-16;16;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-05-15;1;SIS;1;NO APLICA;NO APLICA
1201008011;1;2012-08-24;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-09-18;1;SIS;1;NO APLICA;NO APLICA
1201008020;1;2012-10-16;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-10-16;1;SIS;1;NO APLICA;NO APLICA
120100930;1;2008-06-17;16;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-09-24;1;SIS;1;NO APLICA;NO APLICA
120100698;2;2010-06-14;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-06-15;1;SIS;1;NO APLICA;NO APLICA
120100646;2;2008-06-28;16;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-01-25;1;ESSALUD;2;2025-01-14;5
120100929;2;2012-03-03;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-09-23;1;SIS;2;2025-01-14;1
120100921;2;2011-03-19;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-07-10;1;SIS;2;2025-01-14;1
120100921;2;2009-03-17;15;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-07-10;1;SIS;2;2025-01-14;1
1201008091;2;2010-10-08;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-13;1;SIS;2;2025-01-14;1
120100764;2;2010-08-27;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-03-20;1;SIS;2;2025-01-14;1
120100625;1;2012-06-23;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-01-03;1;SIS;2;2025-01-14;5
1201008098;1;2010-09-09;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-04;1;ESSALUD;2;2025-01-14;1
120100903;1;2010-03-22;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-04-04;1;SIS;2;2025-01-14;1
120100910;2;2011-07-23;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-05-03;1;SIS;2;2025-01-14;1
1201008099;2;2010-12-10;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-04-02;1;SIS;2;2025-01-14;1
120100729;1;2010-05-04;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2023-01-09;1;SIS;2;2025-01-14;1
120100637;2;2011-10-26;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-01-25;1;ESSALUD;2;2025-01-14;5
120100697;2;2010-04-24;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-06-13;1;SIS;2;2025-01-14;5
120100697;2;2008-09-01;16;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2022-06-13;1;SIS;2;2025-01-14;5
1201008083;1;2007-07-17;17;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2024-03-11;1;SIS;2;2025-01-14;1
120100539;2;2011-11-29;13;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2021-02-15;1;SIS;2;2025-01-14;5
120100912;2;2012-03-13;12;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2025-01-14;1;SIS;1;NO APLICA;NO APLICA
120100953;1;2010-10-27;14;4;PERÚ;3;10;7;CEDIF AÑO NUEVO;2025-01-28;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00001;1;2013-12-22;11;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2019-03-04;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00001;2;2018-10-25;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2021-05-04;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00002;2;2017-08-18;7;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-03-21;1;NO TIENE;2;2025-01-02;5
SDFSBE00003;2;2018-10-14;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-03-28;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00004;2;2016-06-06;8;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-03-28;1;SIS;2;2025-01-02;5
SDFSBE00005;2;2016-12-19;8;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-04-01;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00006;2;2021-06-14;3;2;PERÚ;3;10;6;CEDIF SANTA BERNARDITA;2024-02-02;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00007;2;2018-05-13;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-04-18;1;SIS;2;2025-01-10;5
SDFSBE00008;2;2022-01-05;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00008;1;2019-10-04;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-07-04;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00008;1;2013-11-14;11;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-07-04;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00009;2;2018-10-17;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-07-04;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00009;2;2016-03-07;8;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2022-07-04;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00010;1;2021-03-04;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-05;1;SIS;2;2025-01-02;7
SDFSBE00010;2;2018-11-12;6;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2022-07-11;1;SIS;2;2025-01-02;7
SDFSBE00011;1;2019-09-19;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-06;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00012;1;2020-01-16;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-06;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00013;2;2021-08-28;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-02;4;SIS;2;2025-01-02;8
SDFSBE00013;2;2018-08-26;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-06;4;SIS;2;2025-01-02;8
SDFSBE00014;2;2019-12-28;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-07;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00015;2;2019-07-17;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-13;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00016;2;2019-04-15;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-13;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00016;2;2019-04-15;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-13;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00017;2;2020-05-18;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-02-13;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00018;1;2019-12-26;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-03-01;1;ESSALUD;1;NO APLICA;NO APLICA
SDFSBE00019;2;2019-02-18;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-03-20;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00020;2;2019-02-17;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-03-20;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00021;2;2019-06-02;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-03-20;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00022;2;2019-08-17;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-04-03;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00023;1;2019-09-16;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-05-02;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00024;2;2020-09-03;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-07-14;5;ESSALUD;1;NO APLICA;NO APLICA
SDFSBE00025;2;2016-08-17;8;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2023-08-16;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00026;2;2020-01-27;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-01-03;1;SIS;2;2025-01-02;1
SDFSBE00027;1;2021-10-24;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00027;1;2020-09-07;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00028;2;2020-09-07;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00028;2;2014-02-12;10;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-02;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00029;1;2020-10-18;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00030;2;2020-08-12;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00031;2;2022-01-09;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00031;2;2020-07-05;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00032;1;2020-05-27;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-01;1;ESSALUD;1;NO APLICA;NO APLICA
SDFSBE00033;2;2020-04-27;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-07;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00034;1;2021-06-05;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-12;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00034;1;2019-07-30;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-02-12;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00034;2;2017-07-30;7;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2024-02-12;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00035;2;2020-11-27;4;2;PERÚ;3;10;5;CEDIF SANTA BERNARDITA;2024-02-12;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00036;2;2021-04-28;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-03-04;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00037;1;2021-02-28;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-03-04;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00038;1;2020-01-21;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-03-11;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00039;2;2019-09-07;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00040;1;2021-11-23;3;2;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00041;2;2021-04-10;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00042;1;2020-04-13;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00043;2;2021-04-01;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00044;1;2019-02-22;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;2;SIS;2;2025-01-02;1
SDFSBE00044;1;2019-02-22;5;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;2;SIS;2;2025-01-02;1
SDFSBE00045;1;2022-02-04;2;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-22;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00045;1;2020-06-12;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00046;1;2020-09-16;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-02;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00047;1;2020-12-03;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-02;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00048;1;2021-11-14;3;2;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2024-04-03;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00049;1;2018-12-22;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-04-15;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00050;2;2021-07-03;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-15;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00051;2;2021-09-18;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-15;1;ESSALUD;1;NO APLICA;NO APLICA
SDFSBE00052;2;2022-03-28;2;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-20;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00052;2;2018-10-24;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-20;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00052;2;2017-03-28;7;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-20;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00052;2;2012-10-09;12;4;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-05-20;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00053;1;2018-10-30;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00053;1;2014-08-29;10;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-01;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00053;2;2011-08-05;13;4;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-01;2;SIS;2;2025-01-16;9
SDFSBE00054;1;2021-05-01;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-10;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00055;1;2020-10-05;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-10;1;SIS;2;2025-01-21;1
SDFSBE00055;2;2018-06-19;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-10;1;SIS;2;2025-01-21;1
SDFSBE00056;1;2021-07-12;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-10;1;SIS;2;2025-01-03;1
SDFSBE00057;2;2021-12-08;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-10;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00057;2;2014-09-26;10;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-11;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00057;2;2010-12-12;14;4;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-06-11;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00058;2;2017-08-28;7;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2024-06-26;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00059;1;2018-12-12;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-04;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00059;2;2016-11-19;8;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-04;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00060;1;2020-10-31;4;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-15;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00060;2;2015-08-15;9;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-16;2;SIS;2;2025-01-06;1
SDFSBE00061;2;2015-03-31;9;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-15;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00061;2;2011-07-16;13;4;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-07-15;3;SIS;1;NO APLICA;NO APLICA
SDFSBE00062;1;2019-12-06;5;2;PERÚ;3;10;5;CEDIF SANTA BERNARDITA;2024-08-20;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00063;2;2018-06-19;6;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-16;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00063;2;2014-01-12;11;3;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-16;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00063;2;2010-02-03;14;4;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-16;2;SIS;2;2025-01-02;1
SDFSBE00064;2;2021-12-04;3;2;ITALIA;3;10;7;CEDIF SANTA BERNARDITA;2024-09-16;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00065;2;2021-10-30;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-23;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00065;1;2021-10-30;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-23;2;SIS;1;NO APLICA;NO APLICA
SDFSBE00066;2;2021-08-07;3;2;PERÚ;3;10;7;CEDIF SANTA BERNARDITA;2024-09-23;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00067;2;2020-11-02;4;2;PERÚ;2;10;7;CEDIF SANTA BERNARDITA;2024-09-24;4;SIS;1;NO APLICA;NO APLICA
SDFSBE00068;2;2018-11-14;6;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2024-12-02;3;SIS;2;2025-01-10;7
SDFSBE00069;1;2016-10-13;8;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2025-01-02;1;SIS;1;NO APLICA;NO APLICA
SDFSBE00069;2;2013-11-16;11;3;VENEZUELA;3;10;7;CEDIF SANTA BERNARDITA;2025-01-02;1;SIS;1;NO APLICA;NO APLICA
121200234;2;2023-04-15;1;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2024-10-09;1;SIS;1;NO APLICA;NO APLICA
121200226;2;2023-05-27;1;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2024-06-10;1;SIS;1;NO APLICA;NO APLICA
121200117;2;2022-04-26;2;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2023-05-03;2;SIS;1;NO APLICA;NO APLICA
121200194;1;2022-10-06;2;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2024-03-12;1;ESSALUD;1;NO APLICA;NO APLICA
121200095;1;2022-05-23;2;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2024-02-05;2;SIS;1;NO APLICA;NO APLICA
121200169;1;2022-07-18;2;2;PERÚ;3;10;7;CEDIF LOS CABITOS;2024-02-06;1;SIS;1;NO APLICA;NO APLICA
121200198;2;2022-11-12;2;2;COLOMBIA;3;10;7;CEDIF LOS CABITOS;2024-03-11;1;SIS;1;NO APLICA;NO APLICA
